"Number.People","Ward","Division","House.Number","Street.Name","Address.Line.2"
28,21,27,631,"DUPONT ST","DUPONT COURT APTS"
28,21,27,635,"DUPONT ST",""
12,17,14,1807,"WIDENER PL",""
17,35,27,751,"ADAMS AVE",""
32,50,7,1101,"E SYDNEY ST",""
22,50,7,1117,"E SYDNEY ST","WADSWORTH MANOR 1117"
12,2,26,623,"S AMERICAN ST",""
20,27,10,414,"S 44TH ST",""
14,27,10,418,"S 44TH ST",""
12,27,23,413,"S 44TH ST",""
11,27,14,223,"S 44TH ST",""
11,27,14,226,"S 44TH ST",""
163,9,16,350,"E WILLOW GROVE AVE","CHESTNUT HILL VILLAGE 350"
114,9,5,219,"E WILLOW GROVE AVE","WYNDMOOR GARDENS"
15,49,11,1300,"W ALBANUS ST",""
81,21,17,4200,"MITCHELL ST",""
41,4,2,5431,"PENNSGROVE ST",""
183,8,9,201,"S 25TH ST","LOCUST ON THE PARK"
70,8,9,210,"S 25TH ST",""
48,22,3,400,"W HORTTER ST","GERMANTOWN MANOR APTS"
32,22,2,501,"W HORTTER ST","PASTORIUS COURT"
11,22,8,332,"W HORTTER ST",""
15,2,27,1,"QUEEN ST",""
12,2,15,201,"QUEEN ST",""
11,2,15,238,"QUEEN ST",""
11,2,15,404,"QUEEN ST",""
61,27,7,600,"S 43RD ST",""
16,27,6,25,"S 43RD ST",""
14,27,6,6,"S 43RD ST",""
13,27,23,332,"S 43RD ST",""
11,27,1,121,"S 43RD ST",""
124,49,21,1320,"W SOMERVILLE AVE","YORK HOUSE N"
47,26,6,1835,"JOHNSTON ST","OREGON COURT"
11,6,9,824,"N PRESTON ST",""
21,65,17,4415,"DECATUR ST",""
19,65,17,4405,"DECATUR ST",""
12,65,17,4409,"DECATUR ST",""
14,65,7,4953,"FITLER ST",""
12,46,17,4809,"BEAUMONT AVE",""
42,13,5,333,"W ABBOTTSFORD AVE","FERNHILL COURT"
46,18,6,1247,"E COLUMBIA AVE",""
35,18,16,21,"E COLUMBIA AVE",""
15,18,5,1125,"E COLUMBIA AVE",""
12,18,4,1236,"E COLUMBIA AVE",""
53,63,14,8400,"PINE RD","MEDICAL MISSION SISTERS"
30,63,1,8049,"PINE RD","FOXCHASE GARDENS APTS"
21,63,1,8112,"PINE RD","PINE SOLLY APTS"
15,63,13,8209,"PINE RD","PINE ROAD MANOR"
15,63,14,8210,"PINE RD",""
15,63,13,8215,"PINE RD",""
39,22,12,6731,"MUSGRAVE ST","SIMONS GARDENS"
187,21,45,600,"E CATHEDRAL RD",""
49,21,43,700,"E CATHEDRAL RD","CATHEDRAL EAST APTS"
32,21,43,750,"E CATHEDRAL RD",""
168,52,5,2525,"CARDINAL AVE",""
109,52,5,2425,"CARDINAL AVE","ST JOSEPHS LA FARGE"
106,52,5,2449,"CARDINAL AVE","ST JOSEPHS SOURIN"
16,58,31,1761,"FOSTER ST","TOMLINSON COURT 1761"
14,58,31,1751,"FOSTER ST","TOMLINSON COURT 1751"
11,40,19,6401,"SAYBROOK AVE",""
41,9,12,7300,"CRESHEIM RD","CRESHEIMBROOK CONDOS"
35,22,6,6901,"CRESHEIM RD",""
35,9,13,7200,"CRESHEIM RD","CRESHEIM VALLEY APTS"
17,22,6,7057,"CRESHEIM RD",""
16,9,12,7302,"CRESHEIM RD",""
215,27,11,101,"S 39TH ST","HAMILTON COURT APTS"
33,27,21,235,"S 39TH ST",""
28,27,11,20,"S 39TH ST",""
24,27,8,307,"S 39TH ST",""
15,27,11,128,"S 39TH ST",""
14,27,11,130,"S 39TH ST",""
13,27,18,225,"S 39TH ST",""
228,52,7,4000,"PRESIDENTIAL BLV","LINCOLN GREEN 4000"
148,52,7,4040,"PRESIDENTIAL BLV","LINCOLN GREEN 4040"
37,9,12,126,"W ALLENS LN",""
30,9,12,31,"W ALLENS LN",""
25,9,12,144,"W ALLENS LN","ROSE COURT APTS"
16,9,12,19,"W ALLENS LN",""
63,10,11,1410,"72ND AVE","WILLIAM COURT APTS"
23,10,11,1411,"72ND AVE","72ND WEST"
130,22,7,6733,"EMLEN ST","EMLEN ARMS APTS"
92,22,7,6803,"EMLEN ST",""
328,21,14,4000,"GYPSY LN","GYPSY LANE APTS"
12,38,14,3655,"INDIAN QUEEN LN",""
28,22,2,520,"CARPENTER LN",""
16,22,6,101,"CARPENTER LN",""
23,7,10,600,"E LUZERNE ST",""
19,12,17,179,"W HANSBERRY ST",""
17,12,17,177,"W HANSBERRY ST",""
238,56,39,2301,"WOODWARD ST",""
114,56,39,2375,"WOODWARD ST",""
101,44,10,800,"N 48TH ST",""
61,6,6,111,"N 48TH ST",""
191,65,4,5100,"S CONVENT LN","BAKERS BAY"
16,65,4,5009,"S CONVENT LN",""
15,65,4,5023,"S CONVENT LN",""
15,65,4,5027,"S CONVENT LN",""
14,65,4,5011,"S CONVENT LN",""
14,65,4,5015,"S CONVENT LN",""
14,65,4,5025,"S CONVENT LN",""
14,65,4,5029,"S CONVENT LN",""
12,65,4,5007,"S CONVENT LN",""
12,65,4,5019,"S CONVENT LN",""
13,22,21,6529,"BELFIELD AVE",""
36,57,3,2990,"HOLME AVE","IMMACULATE MARY HOME"
27,64,7,2755,"HOLME AVE",""
24,64,7,2723,"HOLME AVE",""
142,58,31,10102,"JAMISON AVE","M & R REIDER HOUSE"
208,9,9,201,"W EVERGREEN AVE","HILL HOUSE EVERGREEN"
58,9,9,150,"W EVERGREEN AVE","COLONIAL MANOR"
38,9,9,220,"W EVERGREEN AVE","CHESTNUT HILL APTS"
13,5,24,1015,"SPRING ST",""
26,16,16,2327,"EDGLEY ST",""
24,16,16,2325,"EDGLEY ST",""
16,16,15,2219,"EDGLEY ST",""
15,16,15,2221,"EDGLEY ST",""
11,16,15,2220,"EDGLEY ST",""
52,9,14,265,"W MOUNT PLEASANT AVE",""
209,64,2,8040,"ROWLAND AVE","PARK TERRACE BLDG B"
79,59,21,243,"W TULPEHOCKEN ST","ENGLISH MANOR APTS"
38,59,22,123,"W TULPEHOCKEN ST","APARTMENTS 123"
35,59,22,121,"W TULPEHOCKEN ST",""
16,59,22,139,"W TULPEHOCKEN ST",""
17,21,4,4304,"CRESSON ST",""
17,21,6,4368,"CRESSON ST",""
11,38,20,3409,"CRESSON ST",""
14,63,14,8248,"ROCKWELL AVE",""
36,17,3,1623,"CHELTEN AVE","OAK LANE COURT APTS"
15,17,3,1625,"CHELTEN AVE",""
17,33,12,1028,"E LYCOMING ST",""
13,33,12,1008,"E LYCOMING ST",""
29,21,22,414,"FOUNTAIN ST",""
15,21,22,348,"FOUNTAIN ST",""
11,21,22,404,"FOUNTAIN ST",""
47,23,21,4649,"PAUL ST",""
13,23,23,4143,"PAUL ST",""
14,17,8,6336,"N NORWOOD ST",""
17,8,1,406,"S CROSKEY ST",""
16,8,1,408,"S CROSKEY ST",""
13,8,1,404,"S CROSKEY ST",""
52,40,11,2125,"S 70TH ST",""
33,59,20,600,"W HARVEY ST","PARK DRIVE MANOR BLDG B"
19,59,19,62,"W HARVEY ST",""
19,59,19,220,"W HARVEY ST",""
13,35,25,5716,"WEYMOUTH ST",""
32,18,6,401,"E GIRARD AVE","BROTHERHOOD MISSION"
16,18,5,512,"E GIRARD AVE",""
267,33,5,1401,"E BRISTOL ST",""
14,33,4,1312,"E BRISTOL ST","HOLY INNOCENTS CONVENT"
18,22,9,75,"W SHARPNACK ST",""
15,63,6,1006,"AFTON ST",""
11,63,6,1015,"AFTON ST",""
182,30,17,500,"ADMIRALS WAY",""
62,30,17,800,"ADMIRALS WAY",""
104,23,5,1336,"ARROTT ST","ARROTT ARMS APTS"
88,52,16,2201,"BRYN MAWR AVE",""
31,52,16,2237,"BRYN MAWR AVE","WESTFIELD APTS"
26,18,5,1050,"E MONTGOMERY AVE",""
12,18,6,1246,"E MONTGOMERY AVE",""
35,12,13,53,"E WISTER ST",""
19,12,5,549,"E WISTER ST",""
15,12,12,326,"E WISTER ST",""
14,12,5,545,"E WISTER ST",""
11,12,13,339,"E WISTER ST",""
31,31,8,1821,"E HAGERT ST",""
12,4,6,5527,"HUNTER ST",""
27,55,3,4015,"DEVEREAUX ST",""
67,57,26,2801,"WALNUT HILL ST",""
13,6,12,830,"N 45TH ST",""
12,6,12,810,"N 45TH ST",""
12,6,12,820,"N 45TH ST",""
11,6,12,840,"N 45TH ST",""
164,6,4,400,"N BUSTI ST","WEST PARK APTS 400"
154,6,4,300,"N BUSTI ST","WEST PARK APTS 300"
12,65,23,4433,"PEARSON AVE","JACKSON COURT APTS"
45,52,16,5050,"WYNNEFIELD AVE","BRYNFIELD APTS"
44,52,13,4927,"WYNNEFIELD AVE",""
32,52,16,5219,"WYNNEFIELD AVE","FAIRVIEW ARMS"
216,2,27,717,"S COLUMBUS BLV","RESIDENCES AT DOCKSIDE"
92,2,27,740,"S COLUMBUS BLV",""
14,21,7,219,"KRAMS AVE",""
53,34,29,1411,"N 76TH ST","WOODCREST GARDENS"
16,34,27,7700,"BROCKTON RD","FARRINGTON"
17,59,15,25,"E HIGH ST",""
20,21,14,320,"ROCHELLE AVE","ROCHELLE ARMS"
39,34,25,2024,"UPLAND WAY",""
21,29,1,909,"CORINTHIAN AVE",""
88,63,22,8875,"KREWSTOWN RD","KREWSTOWN PARK APTS"
71,63,22,8940,"KREWSTOWN RD","IMPERIAL MANOR BLDG 2"
46,63,22,8922,"KREWSTOWN RD","IMPERIAL MANOR BLDG 1"
46,36,28,1320,"S 32ND ST",""
11,12,9,233,"E PENN ST",""
25,39,13,2801,"S RANDOLPH ST",""
12,2,25,608,"S RANDOLPH ST",""
17,2,25,427,"MONROE ST",""
60,21,1,3750,"MAIN ST",""
57,21,4,4312,"MAIN ST",""
14,21,4,4254,"MAIN ST",""
14,21,4,4313,"MAIN ST",""
44,5,6,931,"CLINTON ST","TOWNE RESIDENCE"
26,5,6,915,"CLINTON ST",""
15,5,7,1023,"CLINTON ST",""
202,61,12,6060,"CRESCENTVILLE RD","HILLSIDE GARDENS SOUTH"
195,9,17,220,"E MERMAID LN","CHESTNUT HILL VILLAGE 220"
15,9,4,127,"E MERMAID LN",""
11,9,4,133,"E MERMAID LN",""
84,56,37,2101,"GLENDALE AVE","GLENDALE COURT"
58,56,37,2121,"GLENDALE AVE","GLENDALE ARMS APT"
37,56,2,2100,"GLENDALE AVE","GLENDALE HOUSE"
16,24,8,325,"N 39TH ST",""
15,57,1,3701,"LINDEN AVE",""
16,21,35,206,"OSBORNE ST",""
49,21,17,410,"SHURS LN",""
12,21,17,374,"SHURS LN",""
74,21,29,450,"DOMINO LN","ABBEY HOUSE APT"
51,56,28,1822,"BENTON ST",""
68,66,15,3333,"COMLY RD","VALLEY STREAM MEWS"
15,24,4,501,"N 35TH ST",""
100,58,8,10101,"NORTHEAST AVE","RED LION MANOR"
44,58,8,10103,"NORTHEAST AVE","APARTMENTS 10103"
35,58,44,9841,"NORTHEAST AVE",""
11,65,23,4308,"ARENDELL AVE",""
12,21,19,300,"MONASTERY AVE",""
20,17,18,5701,"KEMBLE AVE",""
20,12,24,5323,"NEWHALL ST",""
169,5,27,315,"NEW ST","BRIDGE VIEW PLACE"
23,5,30,122,"NEW ST",""
17,5,27,306,"NEW ST",""
13,5,30,214,"NEW ST",""
38,25,14,2771,"RUTH ST",""
226,7,10,301,"E ERIE AVE",""
82,29,2,2101,"N COLLEGE AVE","GIRARD COURT APTS"
65,58,21,13451,"PHILMONT AVE","PHILMONT HOUSE"
52,58,5,13675,"PHILMONT AVE",""
23,58,21,13555,"PHILMONT AVE","PHILMONT TERRACE APTS"
21,58,5,13651,"PHILMONT AVE","SOMERTON MANOR"
15,58,5,13661,"PHILMONT AVE",""
11,15,7,1625,"SWAIN ST",""
42,63,22,1170,"SURREY RD","IMPERIAL MANOR BLDG 3"
49,32,10,3226,"CLIFFORD ST",""
12,29,5,2419,"CLIFFORD ST",""
22,34,39,7317,"GREENHILL RD",""
89,21,39,701,"SUMMIT AVE","SUMMIT GARDEN APTS"
95,8,30,1801,"BUTTONWOOD ST","MUSEUM TOWERS"
37,5,25,1220,"BUTTONWOOD ST",""
16,5,25,1241,"BUTTONWOOD ST",""
40,58,19,9945,"NORWALK RD",""
38,58,10,1225,"NORWALK RD",""
28,58,10,1209,"NORWALK RD",""
13,58,19,1220,"NORWALK RD",""
13,21,22,366,"CINNAMINSON ST",""
32,57,3,2750,"AXE FACTORY RD","HOLME CIRCLE BLDG B"
31,57,3,2740,"AXE FACTORY RD","HOLME CIRCLE BLDG C"
28,57,3,2800,"AXE FACTORY RD","HOLME CIRCLE BLDG A"
25,65,4,5012,"N CONVENT LN",""
18,65,4,5010,"N CONVENT LN",""
18,65,4,5016,"N CONVENT LN",""
18,65,4,5022,"N CONVENT LN",""
16,65,4,5008,"N CONVENT LN",""
16,65,4,5026,"N CONVENT LN",""
13,65,4,5004,"N CONVENT LN",""
13,65,4,5006,"N CONVENT LN",""
12,65,4,5000,"N CONVENT LN",""
12,65,4,5014,"N CONVENT LN",""
12,65,4,5024,"N CONVENT LN",""
11,65,4,5018,"N CONVENT LN",""
72,56,41,9101,"OLD BUSTLETON AVE","BUSTLE TOWNE APT"
34,56,41,9199,"OLD BUSTLETON AVE",""
25,56,41,9140,"OLD BUSTLETON AVE","CEDAR GLEN 9140"
22,56,41,9200,"OLD BUSTLETON AVE","CEDAR GLEN 9200"
19,56,41,9210,"OLD BUSTLETON AVE","CEDAR GLEN 9210"
14,56,41,9130,"OLD BUSTLETON AVE",""
11,34,37,7312,"RUSKIN RD",""
51,22,6,127,"W GORGAS LN",""
29,32,21,2811,"W SEDGLEY AVE",""
14,30,16,2308,"GRAYS FERRY AVE",""
60,13,5,5008,"MCKEAN AVE","HAMPSHIRE HOUSE"
38,35,2,6810,"MARTINS MILL RD","CHELTENHAM STATION"
50,61,23,1020,"OAK LANE AVE",""
11,61,21,1305,"OAK LANE AVE",""
72,5,16,136,"N BREAD ST","THE CASTINGS APTS"
70,5,10,113,"N BREAD ST",""
29,5,10,133,"N BREAD ST",""
41,58,20,650,"EDISON AVE","MAYO NURSING CENTER"
12,58,20,603,"EDISON AVE",""
197,8,15,1414,"S PENN SQ",""
37,36,15,1712,"POINT BREEZE AVE",""
46,38,15,3640,"STANTON ST",""
25,27,8,309,"S 40TH ST",""
20,27,8,305,"S 40TH ST",""
12,27,9,318,"S 40TH ST",""
11,27,5,400,"S 40TH ST",""
61,56,39,9122,"OLD NEWTOWN RD","OLD NEWTOWN PLACE"
26,56,39,9128,"OLD NEWTOWN RD","BARRY BRUCE APTS"
17,56,39,9132,"OLD NEWTOWN RD",""
190,27,19,3335,"WOODLAND WALK",""
16,18,6,412,"MOYER ST",""
78,52,11,2805,"N 47TH ST","IROQUOIS APTS"
11,58,28,9511,"EVANS ST","EVANS COURT APTS"
49,40,50,7100,"GROVERS AVE",""
72,30,17,700,"COMMODORE COURT",""
71,30,17,600,"COMMODORE COURT",""
65,26,2,1901,"HARTRANFT ST","PACKER PARK COURT"
36,12,21,113,"W BERKLEY ST",""
43,12,13,80,"E COLLOM ST",""
28,6,8,4113,"WARREN ST",""
22,9,9,212,"W HIGHLAND AVE","HIGHLAND COURT APTS"
49,22,3,601,"W CLIVEDEN ST","CLIVEDEN HALL"
15,28,17,2601,"W STERNER ST",""
13,21,5,469,"FLAMINGO ST",""
19,5,4,337,"GASKILL ST",""
15,18,2,1100,"SHACKAMAXON ST",""
12,18,2,1227,"SHACKAMAXON ST",""
29,34,32,1315,"N 75TH ST","BROCKTON COURT"
116,63,11,300,"ERNEST WAY",""
47,63,11,200,"ERNEST WAY",""
44,12,11,5215,"SCHUYLER ST",""
32,10,11,1414,"71ST AVE",""
92,66,21,3750,"CLARENDEN RD","CLARENDEN CT APTS"
14,38,14,3426,"CONRAD ST",""
13,38,16,3343,"CONRAD ST",""
66,21,12,182,"GAY ST",""
15,9,9,8,"REX AVE","APT 3"
137,40,50,7199,"BRANT PL",""
153,6,4,4445,"HOLDEN ST","WEST PARK APTS 4445"
11,24,6,205,"N 36TH ST",""
14,18,2,165,"E ALLEN ST",""
18,63,13,8210,"ELBERON AVE",""
19,66,19,3599,"NOTTINGHAM LN",""
14,54,7,6700,"HARBISON AVE","HARBISON GARDENS"
99,12,11,519,"W KING ST","KINGS MANOR APTS"
13,12,11,536,"W KING ST","MANHEIM APTS"
17,38,1,3216,"MCMICHAEL ST",""
16,38,1,3218,"MCMICHAEL ST",""
16,38,1,3231,"MCMICHAEL ST",""
14,38,1,3224,"MCMICHAEL ST",""
13,38,1,3222,"MCMICHAEL ST",""
11,38,1,3235,"MCMICHAEL ST",""
11,38,1,3237,"MCMICHAEL ST",""
54,40,28,6100,"EASTWICK AVE",""
43,40,28,6200,"EASTWICK AVE",""
28,40,28,6250,"EASTWICK AVE",""
30,31,14,2551,"TRENTON AVE",""
15,31,14,2531,"TRENTON AVE",""
16,54,6,6519,"EVERETT ST","EVERETT COURT 6519"
15,54,6,6523,"EVERETT ST",""
84,21,4,1,"COTTON ST",""
45,8,1,415,"S VAN PELT ST",""
18,65,9,4015,"BLAKISTON ST","STRADFORD ARMS"
13,65,9,4017,"BLAKISTON ST",""
134,21,8,4601,"FLAT ROCK RD",""
44,52,8,4001,"MONUMENT RD","OVERMONT HOUSE"
33,52,9,4300,"MONUMENT RD",""
11,22,2,608,"W PHIL ELLENA ST",""
45,5,1,15,"S BANK ST",""
45,5,1,24,"S BANK ST","BANK STREET COURT"
19,5,1,19,"S BANK ST",""
38,5,33,109,"W WILDEY ST",""
11,10,5,2001,"MIDDLETON ST",""
12,40,4,5400,"BARTRAM DR",""
12,40,4,5403,"BARTRAM DR",""
11,40,4,5402,"BARTRAM DR",""
18,21,6,108,"LEVERING ST",""
89,12,7,31,"E ARMAT ST",""
14,23,23,1624,"WOMRATH ST",""
23,56,28,1841,"EVARTS ST",""
22,56,28,1801,"EVARTS ST","EMERSON WEST APTS"
22,56,28,1821,"EVARTS ST","EMERSON APTS"
65,38,9,3502,"SCOTTS LN",""
27,38,9,3510,"SCOTTS LN",""
31,5,1,33,"S LETITIA ST","WATERFRONT APTS"
21,5,1,8,"S LETITIA ST",""
17,5,1,20,"S LETITIA ST",""
16,5,1,11,"S LETITIA ST",""
13,5,1,12,"S LETITIA ST",""
101,21,45,600,"CATHEDRAL RD","CATHEDRAL VILLAGE"
40,9,5,495,"E ABINGTON AVE","CHESTNUT HILL CARE FAC"
21,21,6,171,"GRAPE ST",""
20,21,24,601,"W PARK LN","KAREN PARK APTS"
59,50,21,1000,"IVY HILL RD","LAVEROCK APTS"
16,27,5,518,"WOODLAND TER",""
42,63,1,7930,"BARNES ST","WINDSOR COURT"
14,9,8,305,"W CHESTNUT HILL AVE",""
29,5,1,6,"S STRAWBERRY ST",""
27,5,1,36,"S STRAWBERRY ST",""
18,5,1,21,"S STRAWBERRY ST",""
19,32,18,2600,"RIDGE DR",""
17,32,18,2605,"RIDGE DR",""
14,32,18,2540,"RIDGE DR",""
14,32,18,2640,"RIDGE DR",""
11,5,21,152,"W LAUREL ST",""
11,5,32,204,"W LAUREL ST",""
22,9,7,184,"BETHLEHEM PIKE","FAIRVIEW CARE CENTER"
21,38,1,3107,"BERKELEY DR",""
18,38,1,3105,"BERKELEY DR",""
16,38,1,3103,"BERKELEY DR",""
14,38,1,3111,"BERKELEY DR",""
14,38,1,3113,"BERKELEY DR",""
11,38,1,3109,"BERKELEY DR",""
15,21,35,209,"ROCK ST",""
92,8,25,300,"ALEXANDER WAY",""
22,38,1,3202,"DEFENSE TER",""
20,38,1,3201,"DEFENSE TER",""
19,38,1,3204,"DEFENSE TER",""
15,38,1,3200,"DEFENSE TER",""
15,38,1,3203,"DEFENSE TER",""
14,5,21,938,"NEW MARKET ST",""
39,9,7,8708,"PROSPECT AVE",""
17,40,30,8000,"LYONS AVE",""
25,12,5,525,"E ARMSTRONG ST",""
24,2,16,327,"KAUFFMAN ST",""
15,57,9,2700,"NORTHVIEW ST",""
64,30,17,500,"REGATTA DR",""
15,40,4,5600,"HARLEY DR",""
12,40,4,5604,"HARLEY DR",""
11,40,4,5605,"HARLEY DR",""
14,21,29,493,"HARMON RD",""
12,15,10,1834,"VINEYARD ST",""
11,40,4,5401,"EASTWICK TER",""
11,40,4,5403,"EASTWICK TER",""
78,30,17,1,"ACADEMY CIR","ACADEMY CIRCLE"
11,65,11,4543,"ENFIELD AVE",""
37,5,26,209,"CUTHBERT ST",""
12,5,26,126,"CUTHBERT ST",""
21,32,28,2600,"GLENWOOD DR",""
20,32,28,2620,"GLENWOOD DR",""
20,32,28,2660,"GLENWOOD DR",""
13,32,28,2640,"GLENWOOD DR",""
16,11,8,3007,"FOX ST",""
70,52,9,4101,"EDGLEY AVE","MONUMENT VILLAGE"
12,40,4,5411,"HARLEY TER",""
11,40,4,5408,"HARLEY TER",""
24,65,11,4424,"WINGATE ST",""
11,65,11,4430,"WINGATE ST",""
19,5,10,117,"QUARRY ST",""
19,5,10,124,"QUARRY ST",""
65,18,10,1601,"PALMER ST",""
12,12,16,2,"S ASHMEAD PL",""
15,9,7,8900,"NORWOOD AVE","ASSUMPTION HALL"
58,27,19,3461,"CIVIC CENTER BLV",""
13,40,4,5604,"GIBSON DR",""
11,40,4,5602,"GIBSON DR",""
11,14,10,732,"MELON TER",""
11,14,10,737,"MELON TER",""
19,38,1,3200,"AUTHORITY TER",""
18,38,1,3204,"AUTHORITY TER",""
14,38,1,3202,"AUTHORITY TER",""
14,40,4,2709,"54TH DR",""
11,40,4,2711,"54TH DR",""
19,38,19,3405,"CAPITAL VIEW DR",""
51,63,11,300,"TYLER CT",""
21,21,35,214,"E SALAIGNAC ST","HENDRIDGE APTS 214"
18,21,35,218,"E SALAIGNAC ST",""
11,21,35,204,"E SALAIGNAC ST",""
40,12,5,1,"PENN BLV","WILLOW TERRACE"
48,5,34,800,"DELAWARE AVE",""
17,56,35,2061,"MICHENER ST","GRANT GARDENS 2061"
14,5,4,514,"RANDOLPH CT",""
13,5,4,518,"RANDOLPH CT",""
12,32,28,2530,"NORRIS DR",""
12,32,28,2630,"NORRIS DR",""
11,40,4,2710,"55TH DR",""
14,5,14,1214,"WAVERLY WK",""
13,40,4,2707,"RUBY TER",""
32,26,20,2401,"PENROSE AVE","CATCH PENROSE"
11,14,11,535,"WENDLE CT",""
31,29,4,1515,"HEMBERGER WAY","BLUMBERG 1515"
24,5,2,321,"WILLINGS ALY",""
26,40,30,3002,"MARIO LANZA BLV","INGLIS GARDENS"
11,56,31,1900,"NESTER PL",""
15,39,29,730,"STELLA MARIS ST","STELLA MARIS APTS"
26,29,7,1516,"JUDSON WAY","BLUMBERG 1516"
11,14,11,535,"MARSHALL CT",""
11,32,28,2620,"NORRIS CT",""
17,12,9,39,"E SCHOOL HOUSE LN",""
12,5,27,310,"YORK AVE",""
12,63,21,108,"ALMATT PL",""
14,29,7,2340,"BOLTON WAY","BLUMBERG 2340"
15,29,1,2101,"S COLLEGE AVE",""
18,27,18,3901,"LOCUST ST WK","U OF P HRN"
14,40,4,2701,"YEWDALL TER",""
12,40,4,2706,"PEACH TER",""
